,speakerid,lastname,congress_num,state,chamber,Mean_Republican_Logit_TF,Median_Republican_Logit_TF,Mean_Republican_Logit_Count,Median_Republican_Logit_Count,Mean_Republican_MNB_TF,Median_Republican_MNB_TF,Mean_Republican_MNB_Count,Median_Republican_MNB_Count,ideology,Mean_Republican_LSTM,Median_Republican_LSTM
27,113117540,camp,113,MI,H,0.5712135141414757,0.5898582693387693,0.5969554123116567,0.5852758858583644,0.4812266358537159,0.48022521462246726,0.6735581290874824,0.7567441602430033,0.6116975934273345,0.43763533,0.44927645
28,113117550,campbell,113,CA,H,0.48773828206904074,0.48611975790869866,0.49019803766924985,0.5382594631352113,0.4538683968867267,0.4611967318167522,0.5919419149454028,0.6569444053183017,0.616881040794247,0.37695417,0.33998373
29,113117560,christensen,113,VI,H,0.2518302300842976,0.22179962305133263,0.1875229164603482,0.11858219762343807,0.2953358906882686,0.29997813460697104,0.04001746467537295,2.289852625321459e-05,0.263543031550982,0.4395072,0.44585103
30,113117571,coburn,113,OK,S,0.5460608793363106,0.5594528494142852,0.5657020570018808,0.5597732464931275,0.49885528816439334,0.49471172361676574,0.7434562831253553,0.7785080010924392,0.8893789975060085,0.46640036,0.48561496
31,113117580,dingell,113,MI,H,0.37615696599771353,0.38449682970646826,0.3630794744308609,0.3579345738498791,0.3999516887729809,0.4129540648294186,0.3376039253909141,0.13042578971624771,0.344434310682555,0.47676045,0.4675514
32,113117590,faleomavaega,113,AS,H,0.35582282145021443,0.3660225571718343,0.294620748596705,0.23843105540673853,0.34553716509270854,0.32189862697173016,0.1720869356056321,0.0007746426680435877,0.410345957673109,0.4957332,0.5007994
33,113117600,gerlach,113,PA,H,0.5502387884890979,0.6806427103129221,0.5981656478280826,0.6126019593829951,0.41974593885907674,0.448427595890981,0.4682798431670686,0.6437274258439765,0.680717017129534,0.39034817,0.32754803
34,113117610,gingrey,113,GA,H,0.5808486841420161,0.5570578040489051,0.621370256807027,0.6628370129870007,0.4763538392030467,0.47926156740846504,0.5796269380257546,0.7387636058566363,0.802762958819971,0.5018419,0.49459118
35,113117620,griffin,113,AR,H,0.6896489461904202,0.7133778082929618,0.7224686733299148,0.8231756207537144,0.5479322504922461,0.5504516537343762,0.8038901045108409,0.9920571243273262,0.88735506605228,0.48649707,0.5060612
36,113117630,hall,113,TX,H,0.6521268587764301,0.6285944350539721,0.614569795519115,0.6336960961078035,0.48385442084094393,0.4900198376074474,0.6699092890043643,0.8866903254275237,0.81079854228336,0.35356182,0.3500406
37,113117640,hastings,113,WA,H,0.5667728747114864,0.5615394967547507,0.5694076961839606,0.5422157693312728,0.4981002764100956,0.5001478633095435,0.7127786485281355,0.7514935757815926,0.6068196177092675,0.41283914,0.42323762
38,113117650,holt,113,NJ,H,0.36801148011472323,0.34603936918156347,0.3511365257439924,0.35689151674310526,0.3904619490151901,0.3912451071374132,0.28142661687011694,0.14579470669694097,0.1575261207659655,0.46964094,0.4845858
39,113117660,kingston,113,GA,H,0.6885335439399071,0.7298503153596343,0.7030595127122816,0.7495772024784944,0.5387607202867607,0.5304066383615804,0.818153728640473,0.9285626186318868,0.8301038793109805,0.476162,0.42871463
40,113117670,latham,113,IA,H,0.547385178528308,0.5318931476728368,0.5365280709665347,0.5163698464705961,0.48286268909524155,0.47549822471761816,0.6036788401005183,0.6674917513600966,0.6994449527250814,0.45860198,0.4849134
41,113117680,matheson,113,UT,H,0.5238752646533219,0.49150820694400066,0.5636315856168534,0.49680557058466857,0.41499240028105194,0.43391967273441673,0.4475691721546301,0.3501281318888307,0.626763221636743,0.35200107,0.39787292
42,113117690,mccarthy,113,NY,H,0.4457402601463603,0.4432998984560763,0.37335394239994546,0.386399030872392,0.4045584204914588,0.4013455906738409,0.2959273164376885,0.03694978640298266,0.349957362060052,0.32087347,0.39615977
43,113117700,mcintyre,113,NC,H,0.5404946422463831,0.5686287416727459,0.6122437440845775,0.6583585260745224,0.43306701754854254,0.4346454102732321,0.4650560293604297,0.5092965846606804,0.6067192938420061,0.49661097,0.42328918
44,113117710,mckeon,113,CA,H,0.496854569313652,0.5035393750745589,0.49585879562553964,0.473319055620881,0.4723018383338401,0.47839123907837433,0.554359475726579,0.5821095452955788,0.600429354904449,0.44582623,0.4771141
45,113117720,michaud,113,ME,H,0.5039694344086076,0.48590518605705635,0.50867613992699,0.5127063272417908,0.4047253529741554,0.4060568181563068,0.3095184939727238,0.096138983458637,0.366967352683755,0.48192418,0.4199855
46,113117730,miller,113,CA,H,0.8172988060897975,0.8172988060897975,0.8967574040712724,0.8967574040712724,0.5703449294652421,0.5703449294652421,0.9711605648865652,0.9711605648865652,0.4104360808609022,,
